제목,구분,카테고리,지역,연령,성별
[종로구] 청년 1인가구 재무관리 '씽글벙글 경제교육' 참여자 모집,프로그램,경제/일자리,종로구,"20,30","남성,여성"
대화할 결심(직장 커뮤니케이션 편) 참여자모집,프로그램,기타,관악구,"20,30,40,50,60,70,80,90,100","남성,여성"
[중랑구] 1인가구지원사업 1인 홈쿡 (9~11월),프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[관악구] ★대기접수★ What's your M.B.T.I.<11월> 참여자모집,프로그램,기타,관악구,"20,30,40,50,60,70,80,90,100","남성,여성"
4월 월간프로그램 '맛있는 반찬 레시피',프로그램,기타,송파구,"0,10,20,20,30","남성,여성"
[모집완료] 1인가구 봉사 자조 모임 '너나우리',소모임,기타,구로구,"0,10,20,20,30,40,50,60,70,80,90,100",여성
(마감) [성동당당] 고독사제로만든당,프로그램,외로움,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[중랑구][추가모집] 1인가구지원사업 11월 신체활동 운동처방,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(마감) 2022 성동구 N.A.,프로그램,질병,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 사회적 관계망 지원 '우리동네 보물지도 만들기] 모집 안내,소모임,기타,강서구,"40,50,60,70,80,90,100","남성,여성"
1인가구 사회적 관계망 지원사업 '삼삼오오' 모임 모집,소모임,외로움,성북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
청년 산책 힐링 프로그램,프로그램,기타,도봉구,"20,30","남성,여성"
상담멘토링 멘티 모집,상담,외로움,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[송파구] 이달의 공연 '뮤지컬 관람 - 어차피 혼자',프로그램,기타,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[동대문구] 1인가구 주거공간 클리닝 서비스 ‘동일이의 러브하우스’,프로그램,주거,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 상담멘토링 '멘티' 모집,상담,외로움,종로구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"일상의 기록, 인스타툰",프로그램,외로움,양천구,"0,10,20,20,30,40,50","남성,여성"
은평구 1인가구지원사업 '상담' 신청자 모집,상담,기타,은평구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[동대문구] 우리가 함께 만드는 플리마켓 '빵원마켓',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[토요시네마] 4월5주차 영화 <박열> 상영 안내,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 심리상담,상담,기타,용산구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 소셜다이닝 행복한밥상-1기 '향긋한 봄내음과 함께' 모집,프로그램,기타,강서구,"40,50,60,70,80,90,100","남성,여성"
1인가구 상담멘토링 '두근두근 힐링&성장여행',상담,기타,용산구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 생활력 향상 프로젝트 '동일이네 살림백서',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"청년 1인가구 요리,건강 지원사업 '신이나'(신길 이웃 나랑 할래?) 참여자 모집",프로그램,기타,영등포구,"20,30","남성,여성"
[멤버십데이] 업사이클링 양말목 화분 만들기 원데이 클래스,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중년 1인가구 정서지원 프로그램 '# 마음 스트레칭',프로그램,기타,종로구,"40,50","남성,여성"
2023 중장년 프로그램,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 전월세 안심계약 도움서비스 부동산교육 '집으로 가는 길(대면)',프로그램,주거,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(건강마루멤버십전용) 건강식단관리,프로그램,기타,성동구,"20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 관계증진 프로그램 '모두의 식당' [모집마감],프로그램,기타,강북구,"20,30","남성,여성"
청년 1인가구 재무교육 참여자 모집,프로그램,기타,강북구,"20,30","남성,여성"
도심 캠핑 프로그램 '구로스테이(12월)'(모집완료),프로그램,기타,구로구,"20,30,40,50","남성,여성"
내 마음을 돌보는 북 테라피 '나를 찾습니다',상담,외로움,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
2023년 서울시 상담멘토링 멘티 모집,상담,외로움,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 텃밭 지원사업,프로그램,기타,광진구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"취약 중장년 1인가구지원 ‘새로이, 봄’ - 집꾸미기",프로그램,기타,강북구,"40,50,60,70,80,90,100","남성,여성"
1인가구 집단상담 참여자 모집,상담,외로움,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[마포구]셀프 보디가드 3탄 참여자 추가 모집(모집종료),프로그램,안전,마포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
자기돌봄 '너와 나의 관계' - DISC 성격유형검사,프로그램,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
서울시 1인가구 상담 멘토링 프로그램 멘티 모집,프로그램,외로움,서초구,"0,10,20,20,30,40,50","남성,여성"
2023 중장년 프로그램 '싱글벙글 중장년 힐링 프로그램' 추가모집!!,프로그램,기타,중랑구,"40,50,60,70,80,90,100","남성,여성"
[모집완료] 청년 1인가구 소셜다이닝 '잇다구로' 2기 모집,프로그램,기타,구로구,"20,30","남성,여성"
"[심리안정감] 반려식물 지원 <나만의 텃밭-바질, 쌈채소편>",프로그램,외로움,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"[1인가구 인문학]공존과 치유, 히말라야를 걷다",프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[강북구/강북청년창업마루]강북오랑 <강북 청년사장님 현장 탐방 프로그램>,프로그램,기타,강북구,"20,30","남성,여성"
[송파구1인가구지원센터]관계개선프로그램'함께 즐겨요. 빼빼로',프로그램,기타,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"중장년 1인가구 '같이, 가치' 6월 프로그램 안내",프로그램,기타,용산구,"40,50,60,70,80,90,100","남성,여성"
"1로 모여, 관악구 행복로 3길",프로그램,기타,관악구,"40,50,60,70,80,90,100","남성,여성"
사회적관계망 프로그램(모임신청),소모임,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
사회적관계망지원_2023 끼리끼리 참여자 모집,소모임,외로움,마포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[인문학사업] 1인가구 니팅클래스,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구지원사업 외부활동 2차 공방체험,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구지원] 2022 강북구1인가구지원센터 포럼 초청,행사,기타,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[멤버십데이] 설맞이 모듬전 그리고 민속놀이 챌린지,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[멤버십데이] 4월 멤버십데이 <우리들의 브런치>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
대화할 결심(MBTI) 참여자모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
사회적관계망지원사업(대상자 개별 안내 완료),소모임,외로움,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
은평구 1인가구지원사업 '스위트홈-찾아가는 정리수납 컨설팅',프로그램,주거,은평구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
성격강점검사를 활용한 자기이해 교육프로그램,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(종료) 성동 1인 ?짜 읏짜 소통한마당 (변기수 스탠드업코미디),행사,외로움,성동구,"20,30,40,50,60,70,80,90,100","남성,여성"
추석요리 한끼 나눔,프로그램,기타,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[광진구] 1인가구 재무&부동산교육 '금똥구리 '돈굴리기' 프로젝트',프로그램,기타,광진구,"20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 안심장비지원사업,프로그램,안전,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(마감) 1로 모여 참여자 모집,프로그램,기타,서대문구,"20,30","남성,여성"
★접수마감★ 2023년 1인가구 안심장비지원사업 모집 안내,프로그램,안전,종로구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"중장년 1인가구 '같이, 가치' 5월 프로그램 신청 안내 [모집마감]",프로그램,기타,용산구,"40,50,60,70,80,90,100","남성,여성"
[마감] 혼자라서 오히려 좋은 크리스마스 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
집단상담 프로그램,상담,기타,노원구,"60,70,80,90,100","남성,여성"
[1인가구] 일상생활 능력 강화를 위한 '동일이의 살림백서',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
월간밥상 3차 참여자(20-30대) 모집(모집종료),프로그램,질병,마포구,"20,30","남성,여성"
문화?예술 프로그램 '아트 온 스테이지',프로그램,기타,광진구,"20,30","남성,여성"
종로구 1인가구 포럼에 초대합니다!,행사,기타,종로구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[모집완료] 도심캠핑 프로그램 '구로스테이' (4월),프로그램,기타,구로구,"20,30,40,50","남성,여성"
월간프로그램'나를위한디저트,프로그램,기타,송파구,"0,10,20,20,30","남성,여성"
[진행중] 행복한 밥상 참여자 모집,프로그램,기타,강동구,"40,50","남성,여성"
[1인가구] 빵(0)원마켓(지역맞춤형프로그램),행사,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 재무교육-심화(모집완료),프로그램,경제/일자리,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[종로구][추가모집] 중년기 1인가구 스트레스 관리 집단상담 프로그램,프로그램,기타,종로구,"40,50","남성,여성"
1인가구 포토로그,프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
그림책을 통한 1인가구 자기이해 프로그램 '토닥 With 그림책',상담,외로움,성북구,"20,30","남성,여성"
월간밥상 1차 참여자(20-30대) 모집(모집종료),프로그램,기타,마포구,"20,30","남성,여성"
[동대문구] 1인가구 신체안정 운동 프로젝트 '동일이의 득근득근' 추가모집,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 여가지원 4월 '취미공방' 플라워 원예 테라피 참여자 모집 안내,프로그램,기타,종로구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[토요시네마] 5월1주차 영화 <TOY STORY3> 상영 안내,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 아카데미 '일상찾기',프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[동작구] 2022년 1인가구의 건강하고 안전한 연애를 위한 '너와나의애티켓2' 집단상담,프로그램,안전,동작구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[4월 2주차 토요시네마] 염혜란 주연 <빛과 철>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"[지역사회네트워크] 센터 멤버십가입자 대상 강남구, G-KPOP 콘서트 초대",행사,외로움,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"청년 1인가구, 세시풍속과 함께하는 봄 맞이 '봄봄봄'",프로그램,기타,용산구,"20,30","남성,여성"
(모집마감)[서대문구] 취향의 발견(테니스편) 참여자 모집,프로그램,기타,서대문구,"20,30,40,50","남성,여성"
1인가구 주거공간 클리닝 서비스 ‘동일이의 러브하우스’,프로그램,주거,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 사회적 관계망 지원 [사소한 모임] 모집 안내,소모임,기타,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[행복한밥상] 절기밥상 1기(발효밥상) 모집,프로그램,질병,강남구,"40,50","남성,여성"
[진행중]강동 싱글동아리(2기) 참여자 추가모집,소모임,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(마감) '심리미술 클레스',프로그램,기타,성동구,"20,30,40,50,60,70,80,90,100","남성,여성"
[커뮤니티사업] 공공공감 플리마켓 진행(셀러 모집),행사,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[노원청년일삶센터] 일대일 마음코칭,프로그램,기타,노원구,"20,30","남성,여성"
"1인가구 관계증진 '모두의 식당' 참여자 모집 (대면, 강북구 우선접수) [모집마감]",프로그램,기타,강북구,"20,30,40,50","남성,여성"
건강한 홀로서기를 위한 '이혼준비학교',프로그램,기타,도봉구,"20,30,40,50,60,70,80,90,100","남성,여성"
[커뮤니티활동공유전] 커뮤니티 일상의 관계 일상의 성취,행사,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(마감)1인가구지원사업 욕구 조사,프로그램,기타,서대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[진행중] 전월세안심계약도움서비스 참여자 모집,상담,주거,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 프로그램 [GREEN 디톡스] 참여자 추가모집,프로그램,기타,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중독 치료 상담,상담,질병,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
교육 및 공예활동 (7월) 1인가구 부채관리교육 및 라탄공예,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 친구찾기 '1인가구의 밤(커리어)',프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"1인가구를 위한 안심장비 지원 '지켜줘,홈즈!'",프로그램,안전,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[모집완료] 도심캠핑 프로그램 '구로스테이' (6월),프로그램,기타,구로구,"0,10,20,20,30,40,50","남성,여성"
서울시1인가구지원사업 슬기로운1인생활,프로그램,기타,은평구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"[집단상담] 나다운 소통의 시작, 마음 사전 만들기",상담,외로움,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
월간밥상 5차 참여자(20-30대) 모집(모집종료),프로그램,질병,마포구,"20,30","남성,여성"
"웰다잉 교육 : 남은 삶, 가치있게 사(死)는 법",프로그램,외로움,송파구,"20,30","남성,여성"
강북오랑 커뮤니티 리더 <커리 2기> 모집 안내,소모임,외로움,강북구,"0,10,20,20,30","남성,여성"
[관악구] 내게 Fit한 체질가꾸기 참여자모집 ★모집마감★,프로그램,질병,관악구,"20,30,40,50,60,70,80,90,100","남성,여성"
